state,timestamp,leading_candidate_name,trailing_candidate_name,leading_candidate_votes,trailing_candidate_votes,vote_differential,votes_remaining,new_votes,new_votes_relevant,new_votes_formatted,leading_candidate_partition,trailing_candidate_partition,precincts_reporting,precincts_total,hurdle,hurdle_change,hurdle_mov_avg,counties_partition,total_votes_count,dd,tt,state_clean,trump_win_rate_list,ddtt,idx
Ohio (EV: 18),41:48.5,Trump,Biden,3129407,2664371,465036,32352,521,504,504,0.680555556,0.319444444,8626,8933,7.795789768,0.118440127,0.3675,{'Ottawa': 521},5889850,20201118,2241,Ohio,0.540132363,202011182241,OH
Ohio (EV: 18),52:29.0,Trump,Biden,3131894,2665939,465955,27973,4379,4055,"4,055",0.613316893,0.386683107,8626,8933,8.9545754,1.158785632,0.3685,{'Stark': 4379},5894229,20201118,2252,Ohio,0.540183548,202011182252,OH
Ohio (EV: 18),58:09.0,Trump,Biden,3133443,2666670,466773,25407,2566,2280,"2,280",0.679385965,0.320614035,8626,8933,9.824793217,0.870217816,0.364033333,{'Licking': 2566},5896795,20201118,2258,Ohio,0.540238268,202011182258,OH
Illinois (EV: 20),19:11.4,Biden,Trump,3409814,2421715,988099,87473,6598,6438,"6,438",0.72211867,0.27788133,8831,9874,6.257702448,0.419333164,0.191933333,{'Lake': 6598},5949259,20201118,2319,Illinois,0.415279595,202011182319,IL
New York (EV: 29),19:11.4,Biden,Trump,3919335,2922544,996791,1671977,14124,13648,"13,648",0.770735639,0.229264361,12324,14931,0.80227447,0.004754297,0.2488,{'Rensselaer': 14124},6944228,20201118,2319,New York,0.427155172,202011182319,NY
Ohio (EV: 18),19:11.4,Trump,Biden,3133911,2666801,467110,24800,607,599,599,0.78130217,0.21869783,8626,8933,10.05992213,0.235128911,0.3622,{'Belmont': 607},5897402,20201118,2319,Ohio,0.540263161,202011182319,OH
Ohio (EV: 18),25:28.1,Trump,Biden,3134359,2666855,467504,24247,553,502,502,0.892430279,0.107569721,8626,8933,10.2862023,0.226280172,0.359533333,{'Brown': 553},5897955,20201118,2325,Ohio,0.540293635,202011182325,OH
Washington (EV: 12),33:50.4,Biden,Trump,2361729,1577778,783951,42738,195,186,186,0.413978495,0.586021505,7436,7436,9.980928275,0.042676761,0.5108,{'Grant': 195},4044894,20201118,2333,Washington,0.400501383,202011182333,WA
California (EV: 55),44:09.9,Biden,Trump,10935756,5873333,5062423,316414,4470,4338,"4,338",0.516828031,0.483171969,20255,20498,8.677374369,0.114145563,0.4513,"{'Fresno': 3250, 'Glenn': 280, 'Sutter': 940}",17179492,20201118,2344,California,0.349414118,202011182344,CA
Mississippi (EV: 6),44:09.9,Trump,Biden,750682,530135,220547,28175,18380,18257,"18,257",0.213561921,0.786438079,1766,1766,4.471310149,1.453902747,0.758933333,{'Hinds': 18380},1299738,20201118,2344,Mississippi,0.586096218,202011182344,MS
Washington (EV: 12),44:09.9,Biden,Trump,2361866,1577860,784006,42495,243,219,219,0.625570776,0.374429224,7436,7436,10.03581222,0.054883941,0.510033333,{'King': 243},4045137,20201118,2344,Washington,0.400499933,202011182344,WA
Mississippi (EV: 6),51:50.7,Trump,Biden,753592,532414,221178,22934,5241,5189,"5,189",0.560801696,0.439198304,1766,1766,5.392813863,0.921503714,0.7263,{'Lee': 5241},1304979,20201118,2351,Mississippi,0.585994156,202011182351,MS
New Jersey (EV: 14),50:10.0,Biden,Trump,2511507,1817558,693949,166441,2580,2560,"2,560",0.681640625,0.318359375,6129,6334,2.618376747,0.035131319,0.316166667,{'Union': 2580},4397793,20201119,50,New Jersey,0.419850014,202011190050,NJ
Ohio (EV: 18),50:10.0,Trump,Biden,3136494,2670277,466217,18570,5677,5557,"5,557",0.384200108,0.615799892,8668,8933,13.24274735,2.956545047,0.424166667,{'Lucas': 5677},5903632,20201119,50,Ohio,0.540144256,202011190050,OH
Washington (EV: 12),50:10.0,Biden,Trump,2362374,1578209,784165,41593,902,857,857,0.592765461,0.407234539,7436,7436,10.24458494,0.208772725,0.5079,"{'Kitsap': 331, 'Skagit': 571}",4046039,20201119,50,Washington,0.400501398,202011190050,WA
Pennsylvania (EV: 20),23:28.5,Biden,Trump,3450696,3368278,82418,20415,3309,3277,"3,277",0.592615197,0.407384803,8952,9128,2.544266687,0.298088133,0.324933333,"{'Fayette': 1062, 'Montgomery': 2247}",6904840,20201119,123,Pennsylvania,0.493956715,202011190123,PA
New Mexico (EV: 5),15:50.3,Biden,Trump,501471,401825,99646,226,22,21,21,0.523809524,0.476190476,1835,1849,225.9472557,20.0014151,0.22215443,"{'Hidalgo': 16, 'McKinley': 3, 'Mora': 3}",923750,20201119,215,New Mexico,0.444843108,202011190215,NM
Oregon (EV: 7),15:50.3,Biden,Trump,1335028,953736,381292,13412,2411,2270,"2,270",0.555947137,0.444052863,1332,1334,15.18136857,2.24533591,0.407566667,"{'Baker': 54, 'Clatsop': 35, 'Curry': 5, 'Grant': 3, 'Lincoln': 285, 'Malheur': 151, 'Marion': 1374, 'Tillamook': 163, 'Wasco': 226, 'Yamhill': 115}",2360909,20201119,215,Oregon,0.416703513,202011190215,OR
Washington (EV: 12),22:29.9,Biden,Trump,2362489,1578299,784190,41370,223,205,205,0.56097561,0.43902439,7436,7436,10.29742429,0.052839353,0.507533333,{'Clallam': 223},4046262,20201119,222,Washington,0.400503402,202011190222,WA
California (EV: 55),44:09.8,Biden,Trump,10949981,5883754,5066227,291050,25364,24646,"24,646",0.577172766,0.422827234,20257,20498,9.396684355,0.719309986,0.433666667,"{'Colusa': 11, 'El Dorado': 348, 'Imperial': 143, 'Marin': 1642, 'Orange': 195, 'Riverside': 7789, 'San Bernardino': 5970, 'San Diego': 2090, 'San Mateo': 3302, 'Santa Clara': 2354, 'Solano': 27, 'Tehama': 1493}",17204856,20201119,244,California,0.349521601,202011190244,CA
New Jersey (EV: 14),44:09.8,Biden,Trump,2511560,1817606,693954,166338,103,101,101,0.524752475,0.475247525,6129,6334,2.619703763,0.001327016,0.3166,{'Cumberland': 103},4397896,20201119,244,New Jersey,0.419851306,202011190244,NJ
New York (EV: 29),44:09.8,Biden,Trump,3919335,2922544,996791,1671803,174,0,0,0,0,12324,14931,0.80230593,3.15E-05,0.2488,{'Oneida': 174},6944402,20201119,244,New York,0.427155172,202011190244,NY
Washington (EV: 12),44:09.8,Biden,Trump,2363062,1578705,784357,40337,1033,979,979,0.585291113,0.414708887,7436,7436,10.55046878,0.253044489,0.503966667,{'Whitman': 1033},4047295,20201119,244,Washington,0.40050693,202011190244,WA
California (EV: 55),43:50.7,Biden,Trump,10950161,5883885,5066276,290727,323,311,311,0.578778135,0.421221865,20257,20498,9.406654785,0.00997043,0.432433333,{'San Joaquin': 323},17205179,20201119,543,California,0.349522925,202011190543,CA
New Jersey (EV: 14),45:52.3,Biden,Trump,2515892,1820617,695275,158874,7464,7343,"7,343",0.589949612,0.410050388,6138,6334,2.723513377,0.103809614,0.330233333,{'Somerset': 7464},4405360,20201119,1245,New Jersey,0.41983471,202011191245,NJ
New York (EV: 29),04:32.4,Biden,Trump,3939744,2929419,1010325,1644141,27662,27284,"27,284",0.748020818,0.251979182,12324,14931,0.811565742,0.009259812,0.249933333,{'Nassau': 27662},6972064,20201119,1304,New York,0.426459381,202011191304,NY
Alaska (EV: 3),18:50.3,Trump,Biden,189457,153551,35906,34550,7323,6977,"6,977",0.528593952,0.471406048,407,441,1.043510501,0.100035782,0.489933333,"{'ED 1': 164, 'ED 10': 312, 'ED 11': 174, 'ED 12': 237, 'ED 13': 157, 'ED 14': 134, 'ED 15': 141, 'ED 16': 151, 'ED 17': 207, 'ED 18': 198, 'ED 19': 108, 'ED 2': 108, 'ED 20': 193, 'ED 21': 127, 'ED 22': 134, 'ED 23': 174, 'ED 24': 133, 'ED 25': 130, 'ED 26': 130, 'ED 27': 110, 'ED 28': 94, 'ED 29': 6, 'ED 3': 73, 'ED 30': 3, 'ED 32': 3, 'ED 33': 1, 'ED 34': 4, 'ED 35': 3, 'ED 36': 5, 'ED 37': 1943, 'ED 38': 245, 'ED 39': 335, 'ED 40': 667, 'ED 5': 115, 'ED 6': 99, 'ED 7': 212, 'ED 8': 173, 'ED 9': 120}",356796,20201119,1318,Alaska,0.552339887,202011191318,AK
Pennsylvania (EV: 20),22:30.9,Biden,Trump,3453296,3370401,82895,15624,4791,4723,"4,723",0.550497565,0.449502435,8952,9128,3.186587377,0.64232069,0.3467,{'Lehigh': 4791},6909631,20201119,1322,Pennsylvania,0.493925947,202011191322,PA
Mississippi (EV: 6),22:11.1,Trump,Biden,754066,533417,220649,21443,1491,1477,"1,477",0.320920785,0.679079215,1766,1766,5.720510741,0.327696879,0.721033333,{'Adams': 1491},1306470,20201119,1422,Mississippi,0.585690063,202011191422,MS
New Jersey (EV: 14),22:11.1,Biden,Trump,2516726,1821509,695217,156877,1997,1726,"1,726",0.483198146,0.516801854,6138,6334,2.751630228,0.028116851,0.3394,"{'Cape May': 476, 'Salem': 1521}",4407357,20201119,1422,New Jersey,0.419873289,202011191422,NJ
Maryland (EV: 10),30:13.5,Biden,Trump,1939247,965805,973442,77881,24892,26965,"26,965",0.809975895,0.190024105,1925,2019,6.909071981,1.635706625,0.182966667,"{'Baltimore': 13047, 'Baltimore City': 1943, 'Frederick': 1752, 'Montgomery': 10888}",2959149,20201119,1430,Maryland,0.332457044,202011191430,MD
New Jersey (EV: 14),30:13.5,Biden,Trump,2518507,1823649,694858,152894,3983,3921,"3,921",0.454220862,0.545779138,6138,6334,2.809093836,0.057463608,0.3748,{'Monmouth': 3983},4411340,20201119,1430,New Jersey,0.419986983,202011191430,NJ
Illinois (EV: 20),43:51.1,Biden,Trump,3431954,2427802,1004152,58847,28626,28227,"28,227",0.784355404,0.215644596,8831,9874,9.197569524,2.939867076,0.219333333,{'Cook': 28626},5977885,20201119,1443,Illinois,0.414317934,202011191443,IL
Mississippi (EV: 6),43:51.1,Trump,Biden,754239,534823,219416,19870,1573,1579,"1,579",0.109563015,0.890436985,1766,1766,6.102308266,0.381797525,0.726533333,{'Holmes': 1573},1308043,20201119,1443,Mississippi,0.585106845,202011191443,MS
New Jersey (EV: 14),43:51.1,Biden,Trump,2518842,1823921,694921,152276,618,607,607,0.551894563,0.448105437,6138,6334,2.818675315,0.009581479,0.3783,{'Atlantic': 618},4411958,20201119,1443,New Jersey,0.419990914,202011191443,NJ
Illinois (EV: 20),53:11.6,Biden,Trump,3435409,2429867,1005542,53119,5728,5520,"5,520",0.625905797,0.374094203,8835,9874,10.14879554,0.951226012,0.2448,{'Winnebago': 5728},5983613,20201119,1453,Illinois,0.414280078,202011191453,IL
Virginia (EV: 13),53:11.6,Biden,Trump,2413513,1962571,450942,17460,-213,-460,Unknown,1,0,2469,2584,13.66301018,-0.176156074,0.254733333,{},4456294,20201119,1453,Virginia,0.448476537,202011191453,VA
Missouri (EV: 10),06:10.5,Trump,Biden,1712259,1243472,468787,16651,2177,1032,"1,032",0.398255814,0.601744186,3457,3615,14.83363832,1.651657912,0.600580271,{'Jackson': 2177},3012493,20201119,1506,Missouri,0.579301364,202011191506,MO
Virginia (EV: 13),06:10.5,Biden,Trump,2413577,1962612,450965,17451,9,105,105,0.60952381,0.39047619,2469,2584,13.67047046,0.007460273,0.251233333,{'Rockbridge': 9},4456303,20201119,1506,Virginia,0.448475146,202011191506,VA
Mississippi (EV: 6),23:53.9,Trump,Biden,754745,537027,217718,17155,2715,2710,"2,710",0.186715867,0.813284133,1766,1766,6.938729638,0.836421372,0.728966667,{'Leflore': 2715},1310758,20201119,1523,Mississippi,0.584271063,202011191523,MS
New York (EV: 29),37:10.2,Biden,Trump,3945873,2932170,1013703,1634885,9256,8880,"8,880",0.690202703,0.309797297,12343,14931,0.814377301,0.002811559,0.2691,"{'Orleans': 24, 'Oswego': 9105, 'Tompkins': 127}",6981320,20201119,1537,New York,0.426308763,202011191537,NY
Ohio (EV: 18),37:10.2,Trump,Biden,3137242,2670438,466804,17628,942,909,909,0.822882288,0.177117712,8668,8933,13.94059199,0.697844643,0.413166667,"{'Ashland': 522, 'Coshocton': 420}",5904574,20201119,1537,Ohio,0.540188509,202011191537,OH
Pennsylvania (EV: 20),37:10.2,Biden,Trump,3453296,3370403,82893,15622,2,2,2,0,1,8952,9128,3.186866499,0.000279122,0.346766667,{'Indiana': 2},6909633,20201119,1537,Pennsylvania,0.493926095,202011191537,PA
Mississippi (EV: 6),46:33.8,Trump,Biden,756731,539494,217237,12673,4482,4453,"4,453",0.445991466,0.554008534,1764,1766,9.196628882,2.257899244,0.6945,"{'Grenada': 3081, 'Walthall': 1401}",1315240,20201119,1546,Mississippi,0.583796023,202011191546,MS
Ohio (EV: 18),55:32.2,Trump,Biden,3137578,2670522,467056,17356,272,420,420,0.8,0.2,8668,8933,14.15859994,0.21800795,0.4084,"{'Hocking': 69, 'Meigs': 203}",5904846,20201119,1555,Ohio,0.540207297,202011191555,OH
New York (EV: 29),26:33.1,Biden,Trump,3960493,2937539,1022954,1614433,20452,19989,"19,989",0.731402271,0.268597729,12373,14931,0.821265239,0.006887938,0.280166667,{'Broome': 20452},7001772,20201119,1626,New York,0.42585175,202011191626,NY
Ohio (EV: 18),26:33.1,Trump,Biden,3138829,2671158,467671,15502,1854,1887,"1,887",0.662957075,0.337042925,8673,8933,15.81227,1.653670063,0.395566667,"{'Erie': 893, 'Fayette': 321, 'Geauga': 640}",5906700,20201119,1626,Ohio,0.540247164,202011191626,OH
Arkansas (EV: 6),55:55.4,Trump,Biden,759714,423500,336214,1458,281,278,278,0.320143885,0.679856115,2420,2579,119.1567728,19.14381677,0.441333333,{'Crittenden': 281},1217611,20201119,1655,Arkansas,0.642076581,202011191655,AR
Illinois (EV: 20),55:55.4,Biden,Trump,3443172,2430860,1012312,44240,8879,8756,"8,756",0.886592051,0.113407949,8835,9874,12.16331609,2.014520553,0.214966667,{'Cook': 8879},5992492,20201119,1655,Illinois,0.41383159,202011191655,IL
Michigan (EV: 16),55:55.4,Biden,Trump,2807309,2649537,157772,-7965,1635,0,0,0,0,4944,4974,0,0,0.3261,{'Wayne': 1635},5547267,20201119,1655,Michigan,0.485543664,202011191655,MI
New York (EV: 29),55:55.4,Biden,Trump,3965176,2939580,1025596,1607570,6863,6724,"6,724",0.69646044,0.30353956,12390,14931,0.823470056,0.002204817,0.280933333,{'Putnam': 6863},7008635,20201119,1655,New York,0.42573264,202011191655,NY
Ohio (EV: 18),55:55.4,Trump,Biden,3142278,2674156,468122,8925,6577,6447,"6,447",0.534977509,0.465022491,8673,8933,27.12181724,11.30954724,0.4095,"{'Highland': 373, 'Logan': 424, 'Lorain': 5780}",5913277,20201119,1655,Ohio,0.540241323,202011191655,OH
Oregon (EV: 7),55:55.4,Biden,Trump,1336148,954148,382000,11821,1591,1532,"1,532",0.731070496,0.268929504,1332,1334,17.18827849,2.006909923,0.3957,{'Multnomah': 1591},2362500,20201119,1655,Oregon,0.416604666,202011191655,OR
Georgia (EV: 16),14:01.4,Biden,Trump,2473562,2459955,13607,-602,2748,2705,"2,705",0.417005545,0.582994455,2644,2655,0,-3.816222,0.3242,{'Fayette': 2748},4996094,20201119,1714,Georgia,0.498620964,202011191714,GA
Ohio (EV: 18),14:01.4,Trump,Biden,3143580,2675451,468129,6300,2625,2597,"2,597",0.501347709,0.498652291,8673,8933,38.21480505,11.09298781,0.423166667,{'Mahoning': 2625},5915902,20201119,1714,Ohio,0.540223965,202011191714,OH
Oregon (EV: 7),14:01.4,Biden,Trump,1336447,954267,382180,11396,425,418,418,0.715311005,0.284688995,1332,1334,17.81880445,0.630525958,0.392666667,{'Washington': 425},2362925,20201119,1714,Oregon,0.416580595,202011191714,OR
Ohio (EV: 18),24:02.3,Trump,Biden,3143651,2675459,468192,6207,93,79,79,0.898734177,0.101265823,8675,8933,38.78504077,0.57023572,0.422566667,{'Monroe': 93},5915995,20201119,1724,Ohio,0.540228832,202011191724,OH
Ohio (EV: 18),33:40.3,Trump,Biden,3144604,2675665,468939,5018,1189,1159,"1,159",0.822260569,0.177739431,8677,8933,47.93212334,9.14708257,0.416166667,"{'Noble': 127, 'Paulding': 204, 'Perry': 497, 'Pike': 361}",5917184,20201119,1733,Ohio,0.540284994,202011191733,OH
New York (EV: 29),41:23.1,Biden,Trump,3967036,2941045,1025991,1604059,3511,3325,"3,325",0.559398496,0.440601504,12396,14931,0.824302929,0.000832873,0.2955,{'Allegany': 3511},7012146,20201119,1741,New York,0.425739797,202011191741,NY
Ohio (EV: 18),41:23.1,Trump,Biden,3147838,2676713,471125,553,4465,4282,"4,282",0.755254554,0.244745446,8692,8933,432.9121514,384.9800281,0.401433333,"{'Crawford': 491, 'Defiance': 349, 'Hancock': 772, 'Huron': 562, 'Marion': 745, 'Morrow': 369, 'Muskingum': 774, 'Preble': 403}",5921649,20201119,1741,Ohio,0.540443032,202011191741,OH
New York (EV: 29),49:03.4,Biden,Trump,3969200,2941688,1027512,1601183,2876,2807,"2,807",0.770929818,0.229070182,12401,14931,0.825367066,0.001064136,0.2918,"{'Madison': 125, 'Onondaga': 2751}",7015022,20201119,1749,New York,0.425659915,202011191749,NY
Ohio (EV: 18),49:03.4,Trump,Biden,3148379,2676875,471504,-249,802,703,703,0.769559033,0.230440967,8696,8933,0,-432.9121514,0.397766667,"{'Putnam': 276, 'Seneca': 526}",5922451,20201119,1749,Ohio,0.540470682,202011191749,OH
Arkansas (EV: 6),57:22.4,Trump,Biden,759714,423502,336212,1456,2,2,2,0,1,2420,2579,119.319056,0.162283262,0.4414,{'Lonoke': 2},1217613,20201119,1757,Arkansas,0.642075496,202011191757,AR
Ohio (EV: 18),57:22.4,Trump,Biden,3148559,2676916,471643,-476,227,221,221,0.814479638,0.185520362,8696,8933,0,0,0.3963,{'Van Wert': 227},5922678,20201119,1757,Ohio,0.540481077,202011191757,OH
Missouri (EV: 10),19:20.4,Trump,Biden,1717601,1252351,465250,1153,15498,14221,"14,221",0.375641657,0.624358343,3481,3615,205.9368169,191.1031786,0.62274664,"{'Boone': 322, 'Greene': 4198, 'St. Louis City': 2607, 'St. Louis County': 8371}",3027991,20201119,1819,Missouri,0.578326182,202011191819,MO
New Jersey (EV: 14),19:20.4,Biden,Trump,2524140,1828826,695314,137934,14342,10203,"10,203",0.519259041,0.480740959,6151,6334,3.06121246,0.242537145,0.445933333,{'Burlington': 14342},4426300,20201119,1819,New Jersey,0.420133307,202011191819,NJ
New York (EV: 29),19:20.4,Biden,Trump,3969276,2941731,1027545,1601133,50,119,119,0.638655462,0.361344538,12407,14931,0.825387676,2.06E-05,0.292166667,{'Livingston': 50},7015072,20201119,1819,New York,0.425658808,202011191819,NY
Pennsylvania (EV: 20),19:20.4,Biden,Trump,3453642,3371243,82399,14429,1193,1186,"1,186",0.291736931,0.708263069,8954,9128,3.391682269,0.20481577,0.354933333,{'Schuylkill': 1193},6910826,20201119,1819,Pennsylvania,0.493963342,202011191819,PA
New Jersey (EV: 14),30:41.6,Biden,Trump,2533133,1833162,699971,124012,13922,13329,"13,329",0.674694276,0.325305724,6151,6334,3.367822704,0.306610243,0.4211,{'Middlesex': 13922},4440222,20201119,1830,New Jersey,0.419843826,202011191830,NJ
Pennsylvania (EV: 20),30:41.6,Biden,Trump,3453646,3371250,82396,14418,11,11,11,0.363636364,0.636363636,8954,9128,3.393783074,0.002100805,0.3549,{'Mifflin': 11},6910837,20201119,1830,Pennsylvania,0.493963571,202011191830,PA
Texas (EV: 38),30:41.6,Trump,Biden,5877832,5242845,634987,28147,14550,12376,"12,376",0.383564964,0.616435036,8982,9554,11.95024184,3.86767804,0.681733333,{'Bexar': 14550},11293656,20201119,1830,Texas,0.528549836,202011191830,TX
Massachusetts (EV: 11),39:42.2,Biden,Trump,2319420,1149614,1169806,81805,563,558,558,0.440860215,0.559139785,2090,2174,7.81514424,0.049590422,0.2557,{'Hampden': 563},3549597,20201119,1839,Massachusetts,0.33139312,202011191839,MA
Maine (EV: 4),39:42.2,Biden,Trump,420588,342325,78263,32509,615,607,607,0.380560132,0.619439868,429,552,1.739488005,0.020759279,0.517066667,{'Aroostook': 615},786952,20201119,1839,Maine,0.448707782,202011191839,ME
Pennsylvania (EV: 20),39:42.2,Biden,Trump,3453774,3371461,82313,14075,343,339,339,0.377581121,0.622418879,8954,9128,3.461316941,0.067533867,0.353933333,{'Carbon': 343},6911180,20201119,1839,Pennsylvania,0.493969951,202011191839,PA
Texas (EV: 38),39:42.2,Trump,Biden,5880928,5252170,628758,15508,12639,12421,"12,421",0.249255293,0.750744707,8992,9554,21.07830833,9.128066489,0.6596,{'El Paso': 12639},11306295,20201119,1839,Texas,0.528238232,202011191839,TX
Georgia (EV: 16),47:41.7,Biden,Trump,2473383,2459826,13557,-289,-313,-308,Unknown,0.581168831,0.418831169,2644,2655,0,0,0.323033333,"{'Butts': 3, 'Effingham': 1}",4995781,20201119,1847,Georgia,0.498625945,202011191847,GA
Montana (EV: 3),47:41.7,Trump,Biden,343602,244786,98816,812,12,15,15,0.8,0.2,663,663,63.14275666,0.917895467,0.340933333,"{'Cascade': 1, 'Chouteau': 7, 'Powell': 8}",605750,20201119,1847,Montana,0.583971801,202011191847,MT
Texas (EV: 38),47:41.7,Trump,Biden,5881533,5252765,628768,14291,1217,1200,"1,200",0.504166667,0.495833333,8992,9554,22.83108118,1.752772849,0.658066667,{'Galveston': 1217},11307512,20201119,1847,Texas,0.528235637,202011191847,TX
Georgia (EV: 16),55:42.4,Biden,Trump,2473383,2459825,13558,-288,-1,-1,Unknown,0,1,2644,2655,0,0,0.324166667,{},4995780,20201119,1855,Georgia,0.498625843,202011191855,GA
Texas (EV: 38),55:42.4,Trump,Biden,5881994,5252993,629001,13597,694,689,689,0.669085631,0.330914369,8992,9554,23.97957205,1.148490868,0.652733333,{'Parker': 694},11308206,20201119,1855,Texas,0.528244353,202011191855,TX
Texas (EV: 38),15:41.6,Trump,Biden,5882081,5253015,629066,13483,114,109,109,0.798165138,0.201834862,8992,9554,24.18054084,0.20096879,0.6515,{'Wood': 114},11308320,20201119,1915,Texas,0.528246995,202011191915,TX
Texas (EV: 38),28:02.7,Trump,Biden,5882222,5253154,629068,13201,282,280,280,0.503571429,0.496428571,8992,9554,24.68648188,0.505941037,0.651033333,{'Gregg': 282},11308602,20201119,1928,Texas,0.528246374,202011191928,TX
Utah (EV: 6),52:20.7,Trump,Biden,865140,560282,304858,-19,56,55,55,0.727272727,0.272727273,2183,2187,0,-4301.545876,0.3106,{'Davis': 56},1487696,20201119,1952,Utah,0.606936051,202011191952,UT
Oregon (EV: 7),18:42.5,Biden,Trump,1336534,954412,382122,11149,247,232,232,0.375,0.625,1332,1334,18.19980655,0.381002097,0.3936,{'Jefferson': 247},2363172,20201119,2018,Oregon,0.416601701,202011192018,OR
Pennsylvania (EV: 20),18:42.5,Biden,Trump,3453782,3371493,82289,14035,40,40,40,0.2,0.8,8954,9128,3.468890856,0.007573914,0.354233333,"{'Clarion': 35, 'Clinton': 5}",6911220,20201119,2018,Pennsylvania,0.493971745,202011192018,PA
Pennsylvania (EV: 20),22:43.0,Biden,Trump,3453865,3371577,82288,14029,6,167,167,0.497005988,0.502994012,8954,9128,3.470124513,0.001233657,0.3537,{'Mercer': 6},6911226,20201119,2022,Pennsylvania,0.493971965,202011192022,PA
Hawaii (EV: 4),34:03.9,Biden,Trump,366130,196864,169266,0,128,124,124,0.483870968,0.516129032,250,250,0,-675.1878049,0.489250082,"{'Hawaii': 98, 'Kauai': 11, 'Maui': 19}",574469,20201119,2034,Hawaii,0.349673354,202011192034,HI
California (EV: 55),43:22.1,Biden,Trump,10950162,5883886,5066276,290725,2,2,2,0.5,0.5,20257,20498,9.406716057,6.13E-05,0.432433333,{'Amador': 2},17205181,20201119,2043,California,0.349522943,202011192043,CA
Pennsylvania (EV: 20),57:41.7,Biden,Trump,3453930,3371616,82314,13925,104,104,104,0.625,0.375,8954,9128,3.49325259,0.023128077,0.3529,{'Dauphin': 104},6911330,20201119,2057,Pennsylvania,0.493970153,202011192057,PA
Pennsylvania (EV: 20),16:42.7,Biden,Trump,3453940,3371639,82301,13892,33,33,33,0.303030303,0.696969697,8954,9128,3.499889113,0.006636523,0.353033333,{'Potter': 33},6911363,20201119,2116,Pennsylvania,0.493971134,202011192116,PA
New Jersey (EV: 14),25:42.5,Biden,Trump,2536903,1840021,696882,113113,10899,10629,"10,629",0.354689999,0.645310001,6155,6334,3.630276414,0.262453711,0.47,"{'Hunterdon': 1808, 'Ocean': 9091}",4451121,20201119,2125,New Jersey,0.420391352,202011192125,NJ
Oregon (EV: 7),25:42.5,Biden,Trump,1339447,958190,381257,4285,6864,6691,"6,691",0.435360933,0.564639067,1332,1334,46.44829418,28.24848764,0.437933333,{'Curry': 6864},2370036,20201119,2125,Oregon,0.417032804,202011192125,OR
Pennsylvania (EV: 20),25:42.5,Biden,Trump,3454199,3371990,82209,13272,620,610,610,0.424590164,0.575409836,8955,9128,3.636518524,0.136629411,0.359433333,{'Westmoreland': 620},6911983,20201119,2125,Pennsylvania,0.493978412,202011192125,PA
New Jersey (EV: 14),44:02.5,Biden,Trump,2568742,1849274,719468,71640,41473,41092,"41,092",0.77482235,0.22517765,6230,6334,5.602604034,1.97232762,0.22517765,"{'Essex': 36596, 'Passaic': 4877}",4492594,20201119,2144,New Jersey,0.418575668,202011192144,NJ
Pennsylvania (EV: 20),44:02.5,Biden,Trump,3454207,3371990,82217,13264,8,8,8,1,0,8955,9128,3.63871568,0.002197156,0.3594,{'Cumberland': 8},6911991,20201119,2144,Pennsylvania,0.493977833,202011192144,PA
Pennsylvania (EV: 20),59:24.0,Biden,Trump,3454218,3372012,82206,13231,33,33,33,0.333333333,0.666666667,8955,9128,3.646123101,0.007407421,0.359966667,{'Greene': 33},6912024,20201119,2159,Pennsylvania,0.493978668,202011192159,PA
